#Dt, msdx1, msdy1, msdr1, msdx2, msdy2, msdr2 
3478400, 139916522.647760, 0.170592, 139916522.818352, 139979267.643463, 0.057774, 139979267.701237
3478600, 139932651.073401, 0.172232, 139932651.245634, 139994430.591042, 0.060391, 139994430.651433
3478800, 139948326.536651, 0.166160, 139948326.702811, 140011720.025887, 0.068029, 140011720.093915
3479000, 139964551.678132, 0.147935, 139964551.826068, 140026764.259307, 0.080924, 140026764.340230
3479200, 139980638.717995, 0.139800, 139980638.857795, 140043310.678258, 0.089075, 140043310.767333
3479400, 139996561.845863, 0.125872, 139996561.971736, 140059332.526840, 0.089956, 140059332.616797
3479600, 140012567.657052, 0.124675, 140012567.781726, 140075965.265418, 0.095402, 140075965.360820
3479800, 140028670.797531, 0.122400, 140028670.919931, 140091398.230345, 0.082572, 140091398.312917
3480000, 140045734.252166, 0.124413, 140045734.376579, 140108344.609990, 0.086688, 140108344.696679
3480200, 140060813.955993, 0.125787, 140060814.081780, 140124037.576451, 0.101138, 140124037.677589
3480400, 140077173.585986, 0.128610, 140077173.714595, 140139376.770398, 0.088062, 140139376.858460
3480600, 140094017.082855, 0.118967, 140094017.201822, 140155173.765653, 0.083852, 140155173.849505
3480800, 140109762.493449, 0.129157, 140109762.622607, 140171814.629334, 0.087453, 140171814.716787
3481000, 140125807.376373, 0.138877, 140125807.515250, 140188397.447835, 0.103544, 140188397.551379
3481200, 140141975.315773, 0.134318, 140141975.450091, 140204311.352975, 0.104529, 140204311.457505
3481400, 140158795.521697, 0.130689, 140158795.652386, 140220418.398743, 0.116039, 140220418.514782
3481600, 140174787.173618, 0.130922, 140174787.304540, 140236362.116000, 0.126107, 140236362.242106
3481800, 140190333.087276, 0.149186, 140190333.236461, 140252720.913128, 0.117192, 140252721.030320
3482000, 140205789.887578, 0.153668, 140205790.041246, 140268148.873924, 0.118831, 140268148.992755
3482200, 140223159.683644, 0.136790, 140223159.820435, 140284787.775816, 0.130114, 140284787.905930
3482400, 140238866.607276, 0.124530, 140238866.731806, 140300889.047834, 0.157569, 140300889.205402
3482600, 140254899.652486, 0.123536, 140254899.776023, 140317191.021903, 0.169479, 140317191.191383
3482800, 140271156.316294, 0.112419, 140271156.428713, 140333954.301018, 0.146943, 140333954.447961
3483000, 140287794.935326, 0.108892, 140287795.044218, 140349031.732852, 0.153781, 140349031.886633
3483200, 140303858.704684, 0.098254, 140303858.802938, 140364931.454351, 0.165949, 140364931.620300
3483400, 140318991.911467, 0.100636, 140318992.012103, 140381298.791226, 0.164124, 140381298.955349
3483600, 140335054.958343, 0.118180, 140335055.076523, 140397286.305009, 0.167520, 140397286.472529
3483800, 140351994.993635, 0.114176, 140351995.107811, 140413835.498365, 0.166216, 140413835.664581
3484000, 140368214.996701, 0.112625, 140368215.109326, 140429485.238670, 0.170606, 140429485.409275
3484200, 140383991.635246, 0.122927, 140383991.758173, 140445863.836961, 0.163672, 140445864.000633
3484400, 140400094.731343, 0.140954, 140400094.872297, 140462213.001156, 0.171831, 140462213.172987
3484600, 140416007.090813, 0.145664, 140416007.236477, 140478134.337859, 0.168627, 140478134.506486
3484800, 140431889.788648, 0.133856, 140431889.922504, 140494556.011231, 0.158955, 140494556.170187
3485000, 140447304.608658, 0.138889, 140447304.747547, 140510387.403393, 0.154920, 140510387.558313
3485200, 140463569.277459, 0.158133, 140463569.435592, 140526903.209427, 0.156459, 140526903.365886
3485400, 140480139.155655, 0.159265, 140480139.314920, 140542967.573982, 0.173677, 140542967.747659
3485600, 140496805.326050, 0.166647, 140496805.492696, 140559340.426262, 0.171388, 140559340.597651
3485800, 140512034.007039, 0.165894, 140512034.172933, 140575708.499670, 0.163848, 140575708.663518
3486000, 140528245.749077, 0.159073, 140528245.908150, 140592159.744567, 0.159118, 140592159.903685
3486200, 140544008.521342, 0.151257, 140544008.672599, 140607622.676513, 0.174549, 140607622.851062
3486400, 140560043.305209, 0.132040, 140560043.437249, 140624087.259206, 0.174802, 140624087.434008
3486600, 140575691.286133, 0.116138, 140575691.402271, 140640215.245551, 0.170664, 140640215.416215
3486800, 140592247.174792, 0.116024, 140592247.290816, 140655762.653889, 0.152812, 140655762.806701
3487000, 140608706.354293, 0.110911, 140608706.465204, 140672339.197675, 0.142849, 140672339.340523
3487200, 140624616.978499, 0.095484, 140624617.073983, 140688495.036751, 0.130137, 140688495.166888
3487400, 140641167.595345, 0.084015, 140641167.679360, 140704893.842225, 0.118235, 140704893.960460
3487600, 140656976.147555, 0.092065, 140656976.239619, 140720098.235003, 0.120133, 140720098.355137
3487800, 140673286.418846, 0.090906, 140673286.509751, 140736531.960250, 0.121086, 140736532.081336
3488000, 140688627.576263, 0.097896, 140688627.674160, 140752791.495559, 0.114760, 140752791.610319
3488200, 140705523.868877, 0.115135, 140705523.984012, 140769063.296555, 0.117872, 140769063.414427
3488400, 140721606.323299, 0.139066, 140721606.462365, 140785710.113440, 0.117371, 140785710.230811
3488600, 140737837.409530, 0.170070, 140737837.579600, 140801458.929922, 0.107891, 140801459.037812
3488800, 140754570.283414, 0.178227, 140754570.461641, 140817858.701083, 0.112225, 140817858.813308
3489000, 140770212.725955, 0.192025, 140770212.917980, 140833778.031506, 0.107880, 140833778.139387
3489200, 140785997.207758, 0.211449, 140785997.419207, 140850041.514792, 0.110279, 140850041.625071
3489400, 140802871.240090, 0.208995, 140802871.449085, 140865704.504810, 0.093177, 140865704.597986
3489600, 140819256.316459, 0.223943, 140819256.540403, 140881554.980543, 0.067698, 140881555.048242
3489800, 140835394.245579, 0.210567, 140835394.456146, 140897620.173217, 0.051294, 140897620.224510
3490000, 140851270.741846, 0.196226, 140851270.938072, 140914348.093062, 0.057316, 140914348.150378
3490200, 140867404.529165, 0.183626, 140867404.712791, 140930289.349342, 0.060005, 140930289.409347
3490400, 140883383.091823, 0.190934, 140883383.282757, 140947278.587755, 0.054532, 140947278.642287
3490600, 140899427.537489, 0.212594, 140899427.750083, 140962143.818824, 0.058545, 140962143.877369
3490800, 140915346.641503, 0.211833, 140915346.853336, 140978492.472194, 0.060062, 140978492.532256
3491000, 140931560.154855, 0.220545, 140931560.375400, 140995116.955785, 0.061602, 140995117.017388
3491200, 140948076.510143, 0.241996, 140948076.752140, 141010689.810201, 0.065435, 141010689.875636
3491400, 140964240.779701, 0.267123, 140964241.046824, 141027281.059994, 0.066334, 141027281.126328
3491600, 140980358.280120, 0.272192, 140980358.552312, 141043476.359107, 0.078439, 141043476.437546
3491800, 140996689.089755, 0.264447, 140996689.354201, 141059839.358695, 0.086498, 141059839.445193
3492000, 141012712.514828, 0.248074, 141012712.762902, 141075362.607325, 0.104630, 141075362.711955
3492200, 141028340.417687, 0.252305, 141028340.669992, 141091528.221190, 0.113846, 141091528.335036
3492400, 141044185.479364, 0.226791, 141044185.706155, 141108069.430128, 0.111160, 141108069.541288
3492600, 141060487.661629, 0.230442, 141060487.892070, 141123404.641258, 0.110612, 141123404.751870
3492800, 141077178.145537, 0.212230, 141077178.357767, 141140143.242208, 0.114346, 141140143.356554
3493000, 141092810.195349, 0.196204, 141092810.391553, 141156633.428946, 0.111880, 141156633.540826
3493200, 141109292.342818, 0.201392, 141109292.544210, 141172825.923274, 0.108613, 141172826.031887
3493400, 141125995.063766, 0.201138, 141125995.264904, 141189327.324592, 0.107493, 141189327.432085
3493600, 141141693.944484, 0.190299, 141141694.134783, 141204742.642181, 0.101674, 141204742.743855
3493800, 141157933.415720, 0.192980, 141157933.608700, 141221111.282341, 0.103176, 141221111.385517
3494000, 141173290.737814, 0.188867, 141173290.926681, 141237729.836040, 0.097881, 141237729.933920
3494200, 141190184.526037, 0.183064, 141190184.709101, 141253765.020330, 0.090283, 141253765.110613
3494400, 141206905.886208, 0.171294, 141206906.057503, 141269614.654754, 0.084232, 141269614.738986
3494600, 141222725.497113, 0.173616, 141222725.670729, 141286080.258092, 0.077739, 141286080.335831
3494800, 141238991.796637, 0.181044, 141238991.977681, 141302655.285862, 0.079884, 141302655.365746
3495000, 141255248.578910, 0.186291, 141255248.765202, 141318632.524347, 0.083848, 141318632.608195
3495200, 141271144.687197, 0.180232, 141271144.867430, 141334490.699893, 0.073564, 141334490.773457
3495400, 141286652.522318, 0.169018, 141286652.691337, 141351051.545565, 0.064108, 141351051.609673
3495600, 141302072.685993, 0.175951, 141302072.861945, 141367279.680471, 0.066643, 141367279.747114
3495800, 141319340.190070, 0.176418, 141319340.366488, 141382939.756352, 0.070459, 141382939.826811
3496000, 141335373.334132, 0.172908, 141335373.507039, 141398979.719882, 0.068048, 141398979.787930
3496200, 141351897.370209, 0.172170, 141351897.542379, 141415596.892179, 0.062519, 141415596.954699
3496400, 141368527.898045, 0.168286, 141368528.066331, 141431325.580980, 0.076693, 141431325.657673
3496600, 141384003.332093, 0.159672, 141384003.491765, 141447947.508813, 0.085303, 141447947.594116
3496800, 141400321.771715, 0.126194, 141400321.897909, 141463602.561997, 0.088573, 141463602.650570
3497000, 141416073.708655, 0.120377, 141416073.829033, 141480222.786942, 0.090078, 141480222.877019
3497200, 141432454.907275, 0.124925, 141432455.032200, 141496482.964141, 0.088721, 141496483.052862
3497400, 141448361.855538, 0.123830, 141448361.979368, 141512760.077068, 0.085445, 141512760.162513
3497600, 141465296.436282, 0.129430, 141465296.565712, 141528694.585180, 0.086197, 141528694.671377
3497800, 141481308.234910, 0.133936, 141481308.368845, 141545184.355006, 0.098153, 141545184.453159
3498000, 141497219.970557, 0.130287, 141497220.100845, 141560939.497433, 0.099460, 141560939.596893
3498200, 141513967.680393, 0.121386, 141513967.801780, 141576346.351656, 0.080781, 141576346.432437
3498400, 141530610.586627, 0.117513, 141530610.704139, 141592784.275976, 0.089476, 141592784.365451
3498600, 141545693.214420, 0.141497, 141545693.355917, 141609374.822301, 0.106182, 141609374.928483
3498800, 141562148.040561, 0.132406, 141562148.172967, 141625912.941286, 0.103021, 141625913.044307
3499000, 141579352.947894, 0.136296, 141579353.084191, 141641384.182115, 0.109292, 141641384.291407
3499200, 141595431.363072, 0.153073, 141595431.516146, 141657979.753365, 0.128604, 141657979.881969
3499400, 141611263.311348, 0.152275, 141611263.463622, 141674237.672651, 0.124126, 141674237.796777
3499600, 141627016.316261, 0.152387, 141627016.468648, 141690038.907185, 0.122581, 141690039.029765
3499800, 141643595.374343, 0.150575, 141643595.524917, 141706546.063890, 0.126419, 141706546.190309
3500000, 141659983.920426, 0.125620, 141659984.046046, 141722464.176695, 0.140638, 141722464.317333
3500200, 141675728.543364, 0.122260, 141675728.665624, 141739527.338806, 0.148169, 141739527.486975
3500400, 141692272.852858, 0.117087, 141692272.969945, 141755426.995741, 0.147233, 141755427.142974
3500600, 141708668.289814, 0.105271, 141708668.395085, 141771393.022880, 0.151320, 141771393.174200
3500800, 141725140.028255, 0.098959, 141725140.127214, 141787413.926790, 0.170075, 141787414.096866
3501000, 141740512.911560, 0.097647, 141740513.009208, 141802906.418922, 0.162314, 141802906.581236
3501200, 141756968.433163, 0.101219, 141756968.534382, 141820152.936836, 0.145050, 141820153.081886
3501400, 141773406.617601, 0.114953, 141773406.732555, 141835666.593775, 0.167976, 141835666.761751
3501600, 141789795.902122, 0.109443, 141789796.011565, 141851675.506807, 0.177622, 141851675.684429
3501800, 141805596.428047, 0.111661, 141805596.539708, 141868244.388646, 0.172170, 141868244.560816
3502000, 141821873.488924, 0.123764, 141821873.612689, 141884393.206970, 0.163058, 141884393.370027
3502200, 141838085.773608, 0.147068, 141838085.920675, 141901041.679395, 0.173813, 141901041.853208
3502400, 141853542.502194, 0.157677, 141853542.659871, 141917207.641207, 0.167240, 141917207.808448
3502600, 141869529.520634, 0.144465, 141869529.665098, 141933635.676081, 0.156401, 141933635.832482
3502800, 141885920.351426, 0.156657, 141885920.508083, 141949800.572077, 0.156246, 141949800.728323
3503000, 141901741.051578, 0.162889, 141901741.214467, 141966292.155355, 0.152554, 141966292.307909
3503200, 141919021.950514, 0.154536, 141919022.105050, 141982146.772434, 0.160747, 141982146.933181
3503400, 141935047.190234, 0.158924, 141935047.349157, 141998794.294583, 0.163885, 141998794.458468
3503600, 141950285.476886, 0.163365, 141950285.640251, 142015042.420783, 0.159852, 142015042.580635
3503800, 141967086.596142, 0.158636, 141967086.754778, 142031100.101480, 0.169462, 142031100.270942
3504000, 141982620.081217, 0.126237, 141982620.207454, 142047729.357655, 0.175396, 142047729.533050
3504200, 141998858.475615, 0.121220, 141998858.596835, 142063396.863967, 0.158992, 142063397.022959
3504400, 142014972.889028, 0.110337, 142014972.999365, 142079671.986303, 0.161603, 142079672.147907
3504600, 142031294.209134, 0.106800, 142031294.315933, 142095806.091355, 0.146507, 142095806.237861
3504800, 142047185.460974, 0.094251, 142047185.555225, 142112060.038590, 0.141055, 142112060.179645
3505000, 142064111.743686, 0.085408, 142064111.829094, 142128542.313143, 0.120636, 142128542.433779
3505200, 142080213.475794, 0.080334, 142080213.556129, 142144840.851763, 0.116180, 142144840.967944
3505400, 142096331.631805, 0.089601, 142096331.721407, 142160672.067136, 0.120991, 142160672.188127
3505600, 142112531.014615, 0.094306, 142112531.108921, 142176538.707375, 0.124547, 142176538.831921
3505800, 142128593.151343, 0.113078, 142128593.264422, 142193190.657852, 0.118523, 142193190.776375
3506000, 142144813.573225, 0.131487, 142144813.704712, 142209962.953902, 0.115642, 142209963.069544
3506200, 142161271.883814, 0.150341, 142161272.034156, 142225690.425334, 0.104951, 142225690.530285
3506400, 142177928.188040, 0.170170, 142177928.358210, 142242399.107341, 0.105420, 142242399.212761
3506600, 142193772.779507, 0.176241, 142193772.955748, 142258618.117366, 0.109587, 142258618.226953
3506800, 142210248.265814, 0.196907, 142210248.462721, 142274474.811962, 0.117201, 142274474.929163
3507000, 142226299.092671, 0.198757, 142226299.291428, 142290809.380920, 0.102340, 142290809.483260
3507200, 142243107.361877, 0.206097, 142243107.567974, 142306379.617611, 0.074305, 142306379.691916
3507400, 142259119.432876, 0.215991, 142259119.648868, 142322366.806599, 0.052708, 142322366.859306
3507600, 142275140.224395, 0.208671, 142275140.433065, 142338721.455188, 0.053480, 142338721.508668
3507800, 142291160.151884, 0.201174, 142291160.353058, 142355539.713222, 0.064096, 142355539.777318
3508000, 142307950.465925, 0.188783, 142307950.654709, 142371889.455411, 0.068426, 142371889.523838
3508200, 142323868.566667, 0.208626, 142323868.775293, 142388126.599517, 0.060642, 142388126.660159
3508400, 142339341.972146, 0.215103, 142339342.187249, 142404051.894076, 0.055357, 142404051.949434
3508600, 142356393.239262, 0.208215, 142356393.447477, 142419826.611485, 0.071641, 142419826.683126
3508800, 142373056.162972, 0.220555, 142373056.383526, 142436099.606762, 0.062841, 142436099.669603
3509000, 142388562.034514, 0.252505, 142388562.287019, 142452234.599092, 0.064922, 142452234.664014
3509200, 142404974.221640, 0.273933, 142404974.495573, 142469192.602084, 0.078760, 142469192.680844
3509400, 142421405.551785, 0.278183, 142421405.829968, 142485336.396449, 0.079216, 142485336.475665
3509600, 142437257.124622, 0.261707, 142437257.386329, 142501191.397349, 0.089622, 142501191.486972
3509800, 142453311.100390, 0.258768, 142453311.359159, 142517616.541069, 0.103255, 142517616.644323
3510000, 142469326.158563, 0.248426, 142469326.406989, 142533787.739121, 0.114388, 142533787.853509
3510200, 142486158.774653, 0.227156, 142486159.001809, 142549929.742709, 0.107950, 142549929.850659
3510400, 142501610.716239, 0.230854, 142501610.947092, 142566075.785074, 0.111249, 142566075.896323
3510600, 142517756.482035, 0.206562, 142517756.688598, 142582615.449764, 0.120595, 142582615.570358
3510800, 142534382.509098, 0.197644, 142534382.706743, 142599171.155275, 0.112224, 142599171.267499
3511000, 142551930.886548, 0.204298, 142551931.090846, 142615419.257959, 0.106669, 142615419.364628
3511200, 142567208.712193, 0.194302, 142567208.906495, 142631542.981212, 0.104646, 142631543.085858
3511400, 142583707.100246, 0.193920, 142583707.294166, 142647724.232119, 0.090254, 142647724.322373
3511600, 142599166.714643, 0.198571, 142599166.913213, 142664326.153069, 0.079199, 142664326.232268
3511800, 142615792.793369, 0.186008, 142615792.979377, 142680200.466137, 0.096104, 142680200.562241
3512000, 142632313.163271, 0.177981, 142632313.341252, 142696111.016947, 0.090880, 142696111.107827
3512200, 142649022.124227, 0.186834, 142649022.311061, 142712938.134519, 0.079106, 142712938.213625
3512400, 142664726.475908, 0.187267, 142664726.663175, 142729406.203894, 0.077363, 142729406.281257
3512600, 142682103.993053, 0.182215, 142682104.175268, 142745408.149959, 0.081648, 142745408.231607
3512800, 142696598.608036, 0.171199, 142696598.779235, 142761900.311439, 0.083795, 142761900.395233
3513000, 142713127.830749, 0.166307, 142713127.997056, 142777578.120198, 0.068481, 142777578.188679
3513200, 142729437.621134, 0.163271, 142729437.784404, 142794676.758348, 0.068198, 142794676.826546
3513400, 142745139.158657, 0.172342, 142745139.330999, 142810180.987827, 0.072481, 142810181.060308
3513600, 142761552.109628, 0.179212, 142761552.288840, 142826086.597594, 0.073200, 142826086.670794
3513800, 142778399.657343, 0.172786, 142778399.830128, 142843034.645852, 0.081767, 142843034.727619
3514000, 142795083.959120, 0.169887, 142795084.129007, 142859373.390455, 0.078486, 142859373.468941
3514200, 142811480.584215, 0.155820, 142811480.740035, 142875446.899518, 0.083953, 142875446.983472
3514400, 142826213.908018, 0.130863, 142826214.038881, 142891955.673191, 0.092583, 142891955.765774
3514600, 142843126.525304, 0.121191, 142843126.646495, 142907661.284767, 0.085680, 142907661.370447
3514800, 142859192.063218, 0.119949, 142859192.183167, 142924318.593944, 0.088085, 142924318.682029
3515000, 142875658.345832, 0.128950, 142875658.474781, 142940312.220626, 0.093150, 142940312.313776
3515200, 142892251.638997, 0.129925, 142892251.768922, 142957376.290873, 0.086617, 142957376.377490
3515400, 142908264.298291, 0.136369, 142908264.434661, 142972632.117119, 0.090750, 142972632.207869
3515600, 142925243.154274, 0.136328, 142925243.290602, 142989590.806997, 0.102647, 142989590.909644
3515800, 142940764.975395, 0.125563, 142940765.100958, 143005223.058405, 0.094982, 143005223.153388
3516000, 142957540.090959, 0.131120, 142957540.222079, 143020681.882282, 0.093278, 143020681.975561
3516200, 142974127.753511, 0.120224, 142974127.873735, 143038040.421833, 0.100789, 143038040.522622
3516400, 142989315.758428, 0.128161, 142989315.886588, 143053966.453054, 0.104768, 143053966.557821
3516600, 143006885.900225, 0.149013, 143006886.049238, 143069908.069071, 0.106473, 143069908.175544
3516800, 143022850.475259, 0.158575, 143022850.633834, 143086676.149588, 0.120131, 143086676.269719
3517000, 143039639.076874, 0.161973, 143039639.238847, 143103153.709195, 0.125596, 143103153.834791
3517200, 143055184.318964, 0.154227, 143055184.473191, 143118875.768355, 0.130616, 143118875.898970
3517400, 143071604.235401, 0.143073, 143071604.378474, 143135620.178030, 0.125811, 143135620.303840
3517600, 143087539.953995, 0.139636, 143087540.093631, 143151517.006072, 0.129449, 143151517.135522
3517800, 143104342.318710, 0.131190, 143104342.449900, 143168038.521921, 0.122093, 143168038.644014
3518000, 143120507.884241, 0.117120, 143120508.001361, 143184790.094970, 0.139660, 143184790.234631
3518200, 143136732.610267, 0.102516, 143136732.712784, 143200709.637083, 0.166980, 143200709.804064
3518400, 143153300.774067, 0.100609, 143153300.874676, 143216800.470847, 0.168595, 143216800.639442
3518600, 143169407.595180, 0.101206, 143169407.696386, 143232638.741278, 0.147960, 143232638.889238
3518800, 143185713.912598, 0.095897, 143185714.008495, 143249144.481820, 0.141235, 143249144.623055
3519000, 143202151.207186, 0.100691, 143202151.307877, 143265582.397827, 0.159099, 143265582.556926
3519200, 143218379.589037, 0.111592, 143218379.700629, 143281263.722530, 0.177368, 143281263.899898
3519400, 143234704.705738, 0.107483, 143234704.813221, 143297054.683612, 0.177993, 143297054.861605
3519600, 143250544.240321, 0.115979, 143250544.356301, 143314017.762184, 0.169028, 143314017.931213
3519800, 143267225.290040, 0.128554, 143267225.418594, 143331161.840530, 0.167820, 143331162.008350
3520000, 143283172.030997, 0.152833, 143283172.183830, 143347044.486017, 0.179525, 143347044.665542
3520200, 143298887.803896, 0.171409, 143298887.975305, 143363594.309663, 0.162415, 143363594.472078
3520400, 143314818.801428, 0.159332, 143314818.960760, 143380119.876717, 0.149190, 143380120.025906
3520600, 143331420.678188, 0.162413, 143331420.840600, 143396425.018391, 0.139901, 143396425.158292
3520800, 143347788.136833, 0.156186, 143347788.293019, 143412200.124362, 0.141697, 143412200.266059
3521000, 143364702.382956, 0.151042, 143364702.533998, 143429210.561998, 0.156871, 143429210.718869
3521200, 143380465.859829, 0.157470, 143380466.017299, 143445210.508024, 0.171763, 143445210.679787
3521400, 143396529.686839, 0.157716, 143396529.844556, 143461814.014380, 0.169219, 143461814.183600
3521600, 143412828.647706, 0.128569, 143412828.776275, 143477876.174263, 0.158435, 143477876.332698
3521800, 143428420.420634, 0.119207, 143428420.539841, 143494232.035727, 0.165007, 143494232.200734
3522000, 143445381.652731, 0.117450, 143445381.770181, 143510727.880959, 0.162515, 143510728.043475
3522200, 143461166.326117, 0.092767, 143461166.418884, 143526611.915460, 0.152878, 143526612.068338
3522400, 143477262.988142, 0.096394, 143477263.084535, 143542534.369510, 0.149292, 143542534.518802
3522600, 143494091.658008, 0.090067, 143494091.748075, 143559429.906521, 0.132760, 143559430.039281
3522800, 143510275.922184, 0.079234, 143510276.001418, 143575945.123761, 0.113771, 143575945.237532
3523000, 143526718.559439, 0.082545, 143526718.641984, 143592664.098998, 0.121412, 143592664.220410
3523200, 143543140.784398, 0.095006, 143543140.879404, 143607707.561492, 0.124588, 143607707.686080
3523400, 143559202.750842, 0.108509, 143559202.859351, 143624260.548250, 0.119033, 143624260.667283
3523600, 143575251.568876, 0.129235, 143575251.698111, 143641087.984129, 0.112577, 143641088.096706
3523800, 143591840.784620, 0.131297, 143591840.915917, 143657360.552350, 0.107333, 143657360.659684
3524000, 143608573.460369, 0.151862, 143608573.612231, 143674069.194609, 0.103077, 143674069.297685
3524200, 143624623.557237, 0.178298, 143624623.735535, 143690267.973960, 0.109026, 143690268.082986
3524400, 143641168.688834, 0.177801, 143641168.866635, 143706686.068965, 0.113053, 143706686.182018
3524600, 143657650.915793, 0.189767, 143657651.105560, 143722154.329948, 0.106130, 143722154.436078
3524800, 143673405.922630, 0.194095, 143673406.116725, 143738568.583463, 0.093652, 143738568.677115
3525000, 143690656.615844, 0.203150, 143690656.818995, 143754685.859159, 0.062154, 143754685.921313
3525200, 143705763.587129, 0.217879, 143705763.805008, 143770450.430995, 0.050946, 143770450.481941
3525400, 143722417.290951, 0.211566, 143722417.502516, 143787534.208398, 0.064944, 143787534.273342
3525600, 143739046.623819, 0.211491, 143739046.835310, 143804031.342608, 0.071881, 143804031.414489
3525800, 143755621.311760, 0.203851, 143755621.515611, 143820532.859527, 0.070117, 143820532.929644
3526000, 143771176.059758, 0.211594, 143771176.271352, 143837055.094431, 0.065024, 143837055.159455
3526200, 143787803.228456, 0.208350, 143787803.436806, 143852033.491943, 0.064790, 143852033.556733
3526400, 143804629.989623, 0.207025, 143804630.196648, 143868347.529011, 0.066018, 143868347.595028
3526600, 143820849.456288, 0.237090, 143820849.693378, 143884851.296313, 0.067703, 143884851.364017
3526800, 143836638.065986, 0.259628, 143836638.325613, 143901559.583400, 0.077759, 143901559.661159
3527000, 143852983.308750, 0.278364, 143852983.587114, 143918293.240109, 0.075483, 143918293.315591
3527200, 143869431.168605, 0.280318, 143869431.448923, 143934202.840887, 0.081444, 143934202.922331
3527400, 143884982.187573, 0.267374, 143884982.454947, 143950729.271232, 0.089542, 143950729.360773
3527600, 143901634.687937, 0.268515, 143901634.956452, 143966812.380500, 0.104651, 143966812.485151
3527800, 143918544.524296, 0.241302, 143918544.765598, 143983187.305615, 0.112530, 143983187.418145
3528000, 143934095.348263, 0.224124, 143934095.572387, 143999440.066026, 0.106375, 143999440.172400
3528200, 143949668.365511, 0.227753, 143949668.593264, 144016132.050976, 0.119894, 144016132.170870
3528400, 143966834.318196, 0.203211, 143966834.521408, 144032309.304473, 0.123714, 144032309.428187
3528600, 143984216.731907, 0.198162, 143984216.930069, 144048599.312095, 0.106304, 144048599.418399
3528800, 144000346.832812, 0.200706, 144000347.033518, 144065472.241669, 0.101871, 144065472.343540
3529000, 144016147.431208, 0.202743, 144016147.633952, 144081625.935808, 0.085262, 144081626.021071
3529200, 144032682.916951, 0.197217, 144032683.114168, 144097560.422094, 0.076214, 144097560.498308
3529400, 144048442.321153, 0.184485, 144048442.505638, 144114120.138220, 0.081369, 144114120.219589
3529600, 144065058.506247, 0.192209, 144065058.698456, 144130400.964694, 0.097825, 144130401.062519
3529800, 144082101.440070, 0.198681, 144082101.638751, 144146628.457045, 0.086062, 144146628.543108
3530000, 144098183.442084, 0.203150, 144098183.645233, 144163232.338503, 0.075465, 144163232.413968
3530200, 144114806.689807, 0.170913, 144114806.860721, 144179592.662023, 0.080401, 144179592.742425
3530400, 144130151.284278, 0.164099, 144130151.448377, 144195797.072821, 0.083916, 144195797.156737
3530600, 144146580.958458, 0.170677, 144146581.129135, 144212044.664851, 0.085930, 144212044.750782
3530800, 144163124.322898, 0.156972, 144163124.479870, 144228695.850305, 0.071211, 144228695.921515
3531000, 144179236.539995, 0.160983, 144179236.700978, 144244553.148845, 0.071636, 144244553.220480
3531200, 144194768.877341, 0.177885, 144194769.055226, 144260954.449897, 0.082723, 144260954.532620
3531400, 144212127.031916, 0.179302, 144212127.211218, 144277035.018928, 0.090450, 144277035.109378
3531600, 144228764.847446, 0.167206, 144228765.014652, 144294215.595457, 0.086829, 144294215.682286
3531800, 144244998.278514, 0.146603, 144244998.425118, 144310897.289144, 0.080192, 144310897.369336
3532000, 144260536.379693, 0.138070, 144260536.517763, 144326563.291171, 0.085774, 144326563.376945
3532200, 144276782.798613, 0.128450, 144276782.927064, 144343213.368611, 0.089182, 144343213.457793
3532400, 144293522.381878, 0.122577, 144293522.504455, 144358931.273373, 0.086126, 144358931.359498
3532600, 144309781.624235, 0.129915, 144309781.754149, 144375549.812838, 0.101971, 144375549.914808
3532800, 144326617.117547, 0.130518, 144326617.248065, 144392195.064584, 0.085542, 144392195.150126
3533000, 144342736.679919, 0.133282, 144342736.813201, 144408755.056849, 0.087399, 144408755.144247
3533200, 144359220.343872, 0.136676, 144359220.480547, 144424637.907445, 0.100048, 144424638.007492
3533400, 144375790.612799, 0.141662, 144375790.754462, 144440552.338299, 0.107549, 144440552.445848
3533600, 144391618.647806, 0.137095, 144391618.784901, 144457111.326425, 0.101284, 144457111.427709
3533800, 144409019.451101, 0.120832, 144409019.571934, 144473536.636483, 0.095236, 144473536.731719
3534000, 144424791.802861, 0.125360, 144424791.928221, 144489273.063890, 0.105009, 144489273.168899
3534200, 144440933.911186, 0.149302, 144440934.060488, 144505492.945112, 0.104975, 144505493.050088
3534400, 144457806.706231, 0.158077, 144457806.864307, 144522605.165754, 0.116513, 144522605.282267
3534600, 144474686.480932, 0.167778, 144474686.648710, 144539070.082901, 0.119750, 144539070.202651
3534800, 144490607.418284, 0.158201, 144490607.576486, 144555264.309182, 0.130310, 144555264.439492
3535000, 144506608.820593, 0.141582, 144506608.962175, 144571596.126323, 0.126960, 144571596.253283
3535200, 144522920.472945, 0.139240, 144522920.612185, 144587624.059274, 0.120021, 144587624.179295
3535400, 144539595.221269, 0.142118, 144539595.363387, 144603879.255443, 0.118964, 144603879.374407
3535600, 144555845.439508, 0.128636, 144555845.568144, 144620957.172368, 0.132271, 144620957.304639
3535800, 144572390.680753, 0.104371, 144572390.785124, 144637458.359357, 0.162962, 144637458.522318
3536000, 144588798.266244, 0.100487, 144588798.366731, 144653120.375641, 0.165192, 144653120.540833
3536200, 144605077.240384, 0.102899, 144605077.343283, 144669608.005061, 0.142357, 144669608.147417
